element_id,node_1,node_2,section_id,group,length_mm
1,1,2,2,SPINE_FRAME,1377.6603565143232
2,2,3,2,SPINE_FRAME,1377.6603565143232
3,3,4,2,SPINE_FRAME,1377.6603565143232
4,4,5,2,SPINE_FRAME,1377.6603565143232
5,5,6,2,SPINE_FRAME,1377.6603565143232
6,6,7,2,SPINE_FRAME,1377.6603565143232
7,7,8,2,SPINE_FRAME,1377.6603565143232
8,8,1,2,SPINE_FRAME,1377.6603565143232
9,1,9,1,SPINE_LONGERON,2500.0
10,1,10,3,SPINE_DIAGONAL,2854.461080118482
11,2,10,1,SPINE_LONGERON,2500.0
12,2,11,3,SPINE_DIAGONAL,2854.461080118482
13,3,11,1,SPINE_LONGERON,2500.0
14,3,12,3,SPINE_DIAGONAL,2854.461080118482
15,4,12,1,SPINE_LONGERON,2500.0
16,4,13,3,SPINE_DIAGONAL,2854.461080118482
17,5,13,1,SPINE_LONGERON,2500.0
18,5,14,3,SPINE_DIAGONAL,2854.461080118482
19,6,14,1,SPINE_LONGERON,2500.0
20,6,15,3,SPINE_DIAGONAL,2854.461080118482
21,7,15,1,SPINE_LONGERON,2500.0
22,7,16,3,SPINE_DIAGONAL,2854.461080118482
23,8,16,1,SPINE_LONGERON,2500.0
24,8,9,3,SPINE_DIAGONAL,2854.461080118482
25,9,10,2,SPINE_FRAME,1377.6603565143232
26,10,11,2,SPINE_FRAME,1377.6603565143232
27,11,12,2,SPINE_FRAME,1377.6603565143232
28,12,13,2,SPINE_FRAME,1377.6603565143232
29,13,14,2,SPINE_FRAME,1377.6603565143232
30,14,15,2,SPINE_FRAME,1377.6603565143232
31,15,16,2,SPINE_FRAME,1377.6603565143232
32,16,9,2,SPINE_FRAME,1377.6603565143232
33,9,17,1,SPINE_LONGERON,2500.0
34,9,24,3,SPINE_DIAGONAL,2854.461080118482
35,10,18,1,SPINE_LONGERON,2500.0
36,10,17,3,SPINE_DIAGONAL,2854.461080118482
37,11,19,1,SPINE_LONGERON,2500.0
38,11,18,3,SPINE_DIAGONAL,2854.461080118482
39,12,20,1,SPINE_LONGERON,2500.0
40,12,19,3,SPINE_DIAGONAL,2854.461080118482
41,13,21,1,SPINE_LONGERON,2500.0
42,13,20,3,SPINE_DIAGONAL,2854.461080118482
43,14,22,1,SPINE_LONGERON,2500.0
44,14,21,3,SPINE_DIAGONAL,2854.461080118482
45,15,23,1,SPINE_LONGERON,2500.0
46,15,22,3,SPINE_DIAGONAL,2854.461080118482
47,16,24,1,SPINE_LONGERON,2500.0
48,16,23,3,SPINE_DIAGONAL,2854.461080118482
49,17,18,2,SPINE_FRAME,1377.6603565143232
50,18,19,2,SPINE_FRAME,1377.6603565143232
51,19,20,2,SPINE_FRAME,1377.6603565143232
52,20,21,2,SPINE_FRAME,1377.6603565143232
53,21,22,2,SPINE_FRAME,1377.6603565143232
54,22,23,2,SPINE_FRAME,1377.6603565143232
55,23,24,2,SPINE_FRAME,1377.6603565143232
56,24,17,2,SPINE_FRAME,1377.6603565143232
57,17,25,1,SPINE_LONGERON,2500.0
58,17,26,3,SPINE_DIAGONAL,2854.461080118482
59,18,26,1,SPINE_LONGERON,2500.0
60,18,27,3,SPINE_DIAGONAL,2854.461080118482
61,19,27,1,SPINE_LONGERON,2500.0
62,19,28,3,SPINE_DIAGONAL,2854.461080118482
63,20,28,1,SPINE_LONGERON,2500.0
64,20,29,3,SPINE_DIAGONAL,2854.461080118482
65,21,29,1,SPINE_LONGERON,2500.0
66,21,30,3,SPINE_DIAGONAL,2854.461080118482
67,22,30,1,SPINE_LONGERON,2500.0
68,22,31,3,SPINE_DIAGONAL,2854.461080118482
69,23,31,1,SPINE_LONGERON,2500.0
70,23,32,3,SPINE_DIAGONAL,2854.461080118482
71,24,32,1,SPINE_LONGERON,2500.0
72,24,25,3,SPINE_DIAGONAL,2854.461080118482
73,25,26,2,SPINE_FRAME,1377.6603565143232
74,26,27,2,SPINE_FRAME,1377.6603565143232
75,27,28,2,SPINE_FRAME,1377.6603565143232
76,28,29,2,SPINE_FRAME,1377.6603565143232
77,29,30,2,SPINE_FRAME,1377.6603565143232
78,30,31,2,SPINE_FRAME,1377.6603565143232
79,31,32,2,SPINE_FRAME,1377.6603565143232
80,32,25,2,SPINE_FRAME,1377.6603565143232
81,25,33,1,SPINE_LONGERON,2500.0
82,25,40,3,SPINE_DIAGONAL,2854.461080118482
83,26,34,1,SPINE_LONGERON,2500.0
84,26,33,3,SPINE_DIAGONAL,2854.461080118482
85,27,35,1,SPINE_LONGERON,2500.0
86,27,34,3,SPINE_DIAGONAL,2854.461080118482
87,28,36,1,SPINE_LONGERON,2500.0
88,28,35,3,SPINE_DIAGONAL,2854.461080118482
89,29,37,1,SPINE_LONGERON,2500.0
90,29,36,3,SPINE_DIAGONAL,2854.461080118482
91,30,38,1,SPINE_LONGERON,2500.0
92,30,37,3,SPINE_DIAGONAL,2854.461080118482
93,31,39,1,SPINE_LONGERON,2500.0
94,31,38,3,SPINE_DIAGONAL,2854.461080118482
95,32,40,1,SPINE_LONGERON,2500.0
96,32,39,3,SPINE_DIAGONAL,2854.461080118482
97,33,34,2,SPINE_FRAME,1377.6603565143232
98,34,35,2,SPINE_FRAME,1377.6603565143232
99,35,36,2,SPINE_FRAME,1377.6603565143232
100,36,37,2,SPINE_FRAME,1377.6603565143232
101,37,38,2,SPINE_FRAME,1377.6603565143232
102,38,39,2,SPINE_FRAME,1377.6603565143232
103,39,40,2,SPINE_FRAME,1377.6603565143232
104,40,33,2,SPINE_FRAME,1377.6603565143232
105,33,41,1,SPINE_LONGERON,2500.0
106,33,42,3,SPINE_DIAGONAL,2854.461080118482
107,34,42,1,SPINE_LONGERON,2500.0
108,34,43,3,SPINE_DIAGONAL,2854.461080118482
109,35,43,1,SPINE_LONGERON,2500.0
110,35,44,3,SPINE_DIAGONAL,2854.461080118482
111,36,44,1,SPINE_LONGERON,2500.0
112,36,45,3,SPINE_DIAGONAL,2854.461080118482
113,37,45,1,SPINE_LONGERON,2500.0
114,37,46,3,SPINE_DIAGONAL,2854.461080118482
115,38,46,1,SPINE_LONGERON,2500.0
116,38,47,3,SPINE_DIAGONAL,2854.461080118482
117,39,47,1,SPINE_LONGERON,2500.0
118,39,48,3,SPINE_DIAGONAL,2854.461080118482
119,40,48,1,SPINE_LONGERON,2500.0
120,40,41,3,SPINE_DIAGONAL,2854.461080118482
121,41,42,2,SPINE_FRAME,1377.6603565143232
122,42,43,2,SPINE_FRAME,1377.6603565143232
123,43,44,2,SPINE_FRAME,1377.6603565143232
124,44,45,2,SPINE_FRAME,1377.6603565143232
125,45,46,2,SPINE_FRAME,1377.6603565143232
126,46,47,2,SPINE_FRAME,1377.6603565143232
127,47,48,2,SPINE_FRAME,1377.6603565143232
128,48,41,2,SPINE_FRAME,1377.6603565143232
129,41,49,1,SPINE_LONGERON,2500.0
130,41,56,3,SPINE_DIAGONAL,2854.461080118482
131,42,50,1,SPINE_LONGERON,2500.0
132,42,49,3,SPINE_DIAGONAL,2854.461080118482
133,43,51,1,SPINE_LONGERON,2500.0
134,43,50,3,SPINE_DIAGONAL,2854.461080118482
135,44,52,1,SPINE_LONGERON,2500.0
136,44,51,3,SPINE_DIAGONAL,2854.461080118482
137,45,53,1,SPINE_LONGERON,2500.0
138,45,52,3,SPINE_DIAGONAL,2854.461080118482
139,46,54,1,SPINE_LONGERON,2500.0
140,46,53,3,SPINE_DIAGONAL,2854.461080118482
141,47,55,1,SPINE_LONGERON,2500.0
142,47,54,3,SPINE_DIAGONAL,2854.461080118482
143,48,56,1,SPINE_LONGERON,2500.0
144,48,55,3,SPINE_DIAGONAL,2854.461080118482
145,49,50,2,SPINE_FRAME,1377.6603565143232
146,50,51,2,SPINE_FRAME,1377.6603565143232
147,51,52,2,SPINE_FRAME,1377.6603565143232
148,52,53,2,SPINE_FRAME,1377.6603565143232
149,53,54,2,SPINE_FRAME,1377.6603565143232
150,54,55,2,SPINE_FRAME,1377.6603565143232
151,55,56,2,SPINE_FRAME,1377.6603565143232
152,56,49,2,SPINE_FRAME,1377.6603565143232
153,49,57,1,SPINE_LONGERON,2500.0
154,49,58,3,SPINE_DIAGONAL,2854.461080118482
155,50,58,1,SPINE_LONGERON,2500.0
156,50,59,3,SPINE_DIAGONAL,2854.461080118482
157,51,59,1,SPINE_LONGERON,2500.0
158,51,60,3,SPINE_DIAGONAL,2854.461080118482
159,52,60,1,SPINE_LONGERON,2500.0
160,52,61,3,SPINE_DIAGONAL,2854.461080118482
161,53,61,1,SPINE_LONGERON,2500.0
162,53,62,3,SPINE_DIAGONAL,2854.461080118482
163,54,62,1,SPINE_LONGERON,2500.0
164,54,63,3,SPINE_DIAGONAL,2854.461080118482
165,55,63,1,SPINE_LONGERON,2500.0
166,55,64,3,SPINE_DIAGONAL,2854.461080118482
167,56,64,1,SPINE_LONGERON,2500.0
168,56,57,3,SPINE_DIAGONAL,2854.461080118482
169,57,58,2,SPINE_FRAME,1377.6603565143232
170,58,59,2,SPINE_FRAME,1377.6603565143232
171,59,60,2,SPINE_FRAME,1377.6603565143232
172,60,61,2,SPINE_FRAME,1377.6603565143232
173,61,62,2,SPINE_FRAME,1377.6603565143232
174,62,63,2,SPINE_FRAME,1377.6603565143232
175,63,64,2,SPINE_FRAME,1377.6603565143232
176,64,57,2,SPINE_FRAME,1377.6603565143232
177,57,65,1,SPINE_LONGERON,1000.0
178,57,72,3,SPINE_DIAGONAL,1702.3360590409793
179,58,66,1,SPINE_LONGERON,1000.0
180,58,65,3,SPINE_DIAGONAL,1702.3360590409793
181,59,67,1,SPINE_LONGERON,1000.0
182,59,66,3,SPINE_DIAGONAL,1702.336059040979
183,60,68,1,SPINE_LONGERON,1000.0
184,60,67,3,SPINE_DIAGONAL,1702.336059040979
185,61,69,1,SPINE_LONGERON,1000.0
186,61,68,3,SPINE_DIAGONAL,1702.3360590409793
187,62,70,1,SPINE_LONGERON,1000.0
188,62,69,3,SPINE_DIAGONAL,1702.3360590409793
189,63,71,1,SPINE_LONGERON,1000.0
190,63,70,3,SPINE_DIAGONAL,1702.336059040979
191,64,72,1,SPINE_LONGERON,1000.0
192,64,71,3,SPINE_DIAGONAL,1702.336059040979
193,65,66,2,SPINE_FRAME,1377.6603565143232
194,66,67,2,SPINE_FRAME,1377.6603565143232
195,67,68,2,SPINE_FRAME,1377.6603565143232
196,68,69,2,SPINE_FRAME,1377.6603565143232
197,69,70,2,SPINE_FRAME,1377.6603565143232
198,70,71,2,SPINE_FRAME,1377.6603565143232
199,71,72,2,SPINE_FRAME,1377.6603565143232
200,72,65,2,SPINE_FRAME,1377.6603565143232
201,65,73,1,SPINE_LONGERON,1500.0
202,65,74,3,SPINE_DIAGONAL,2036.6511870988543
203,66,74,1,SPINE_LONGERON,1500.0
204,66,75,3,SPINE_DIAGONAL,2036.6511870988543
205,67,75,1,SPINE_LONGERON,1500.0
206,67,76,3,SPINE_DIAGONAL,2036.6511870988543
207,68,76,1,SPINE_LONGERON,1500.0
208,68,77,3,SPINE_DIAGONAL,2036.6511870988543
209,69,77,1,SPINE_LONGERON,1500.0
210,69,78,3,SPINE_DIAGONAL,2036.6511870988543
211,70,78,1,SPINE_LONGERON,1500.0
212,70,79,3,SPINE_DIAGONAL,2036.6511870988543
213,71,79,1,SPINE_LONGERON,1500.0
214,71,80,3,SPINE_DIAGONAL,2036.6511870988543
215,72,80,1,SPINE_LONGERON,1500.0
216,72,73,3,SPINE_DIAGONAL,2036.6511870988543
217,73,74,2,SPINE_FRAME,1377.6603565143232
218,74,75,2,SPINE_FRAME,1377.6603565143232
219,75,76,2,SPINE_FRAME,1377.6603565143232
220,76,77,2,SPINE_FRAME,1377.6603565143232
221,77,78,2,SPINE_FRAME,1377.6603565143232
222,78,79,2,SPINE_FRAME,1377.6603565143232
223,79,80,2,SPINE_FRAME,1377.6603565143232
224,80,73,2,SPINE_FRAME,1377.6603565143232
225,73,81,1,SPINE_LONGERON,2500.0
226,73,88,3,SPINE_DIAGONAL,2854.461080118482
227,74,82,1,SPINE_LONGERON,2500.0
228,74,81,3,SPINE_DIAGONAL,2854.461080118482
229,75,83,1,SPINE_LONGERON,2500.0
230,75,82,3,SPINE_DIAGONAL,2854.461080118482
231,76,84,1,SPINE_LONGERON,2500.0
232,76,83,3,SPINE_DIAGONAL,2854.461080118482
233,77,85,1,SPINE_LONGERON,2500.0
234,77,84,3,SPINE_DIAGONAL,2854.461080118482
235,78,86,1,SPINE_LONGERON,2500.0
236,78,85,3,SPINE_DIAGONAL,2854.461080118482
237,79,87,1,SPINE_LONGERON,2500.0
238,79,86,3,SPINE_DIAGONAL,2854.461080118482
239,80,88,1,SPINE_LONGERON,2500.0
240,80,87,3,SPINE_DIAGONAL,2854.461080118482
241,81,82,2,SPINE_FRAME,1377.6603565143232
242,82,83,2,SPINE_FRAME,1377.6603565143232
243,83,84,2,SPINE_FRAME,1377.6603565143232
244,84,85,2,SPINE_FRAME,1377.6603565143232
245,85,86,2,SPINE_FRAME,1377.6603565143232
246,86,87,2,SPINE_FRAME,1377.6603565143232
247,87,88,2,SPINE_FRAME,1377.6603565143232
248,88,81,2,SPINE_FRAME,1377.6603565143232
249,81,89,1,SPINE_LONGERON,1000.0
250,81,90,3,SPINE_DIAGONAL,1702.3360590409793
251,82,90,1,SPINE_LONGERON,1000.0
252,82,91,3,SPINE_DIAGONAL,1702.336059040979
253,83,91,1,SPINE_LONGERON,1000.0
254,83,92,3,SPINE_DIAGONAL,1702.336059040979
255,84,92,1,SPINE_LONGERON,1000.0
256,84,93,3,SPINE_DIAGONAL,1702.3360590409793
257,85,93,1,SPINE_LONGERON,1000.0
258,85,94,3,SPINE_DIAGONAL,1702.3360590409793
259,86,94,1,SPINE_LONGERON,1000.0
260,86,95,3,SPINE_DIAGONAL,1702.336059040979
261,87,95,1,SPINE_LONGERON,1000.0
262,87,96,3,SPINE_DIAGONAL,1702.336059040979
263,88,96,1,SPINE_LONGERON,1000.0
264,88,89,3,SPINE_DIAGONAL,1702.3360590409793
265,89,90,2,SPINE_FRAME,1377.6603565143232
266,90,91,2,SPINE_FRAME,1377.6603565143232
267,91,92,2,SPINE_FRAME,1377.6603565143232
268,92,93,2,SPINE_FRAME,1377.6603565143232
269,93,94,2,SPINE_FRAME,1377.6603565143232
270,94,95,2,SPINE_FRAME,1377.6603565143232
271,95,96,2,SPINE_FRAME,1377.6603565143232
272,96,89,2,SPINE_FRAME,1377.6603565143232
273,89,97,1,SPINE_LONGERON,1500.0
274,89,104,3,SPINE_DIAGONAL,2036.6511870988543
275,90,98,1,SPINE_LONGERON,1500.0
276,90,97,3,SPINE_DIAGONAL,2036.6511870988543
277,91,99,1,SPINE_LONGERON,1500.0
278,91,98,3,SPINE_DIAGONAL,2036.6511870988543
279,92,100,1,SPINE_LONGERON,1500.0
280,92,99,3,SPINE_DIAGONAL,2036.6511870988543
281,93,101,1,SPINE_LONGERON,1500.0
282,93,100,3,SPINE_DIAGONAL,2036.6511870988543
283,94,102,1,SPINE_LONGERON,1500.0
284,94,101,3,SPINE_DIAGONAL,2036.6511870988543
285,95,103,1,SPINE_LONGERON,1500.0
286,95,102,3,SPINE_DIAGONAL,2036.6511870988543
287,96,104,1,SPINE_LONGERON,1500.0
288,96,103,3,SPINE_DIAGONAL,2036.6511870988543
289,97,98,2,SPINE_FRAME,1377.6603565143232
290,98,99,2,SPINE_FRAME,1377.6603565143232
291,99,100,2,SPINE_FRAME,1377.6603565143232
292,100,101,2,SPINE_FRAME,1377.6603565143232
293,101,102,2,SPINE_FRAME,1377.6603565143232
294,102,103,2,SPINE_FRAME,1377.6603565143232
295,103,104,2,SPINE_FRAME,1377.6603565143232
296,104,97,2,SPINE_FRAME,1377.6603565143232
297,97,105,1,SPINE_LONGERON,2500.0
298,97,106,3,SPINE_DIAGONAL,2854.461080118482
299,98,106,1,SPINE_LONGERON,2500.0
300,98,107,3,SPINE_DIAGONAL,2854.461080118482
301,99,107,1,SPINE_LONGERON,2500.0
302,99,108,3,SPINE_DIAGONAL,2854.461080118482
303,100,108,1,SPINE_LONGERON,2500.0
304,100,109,3,SPINE_DIAGONAL,2854.461080118482
305,101,109,1,SPINE_LONGERON,2500.0
306,101,110,3,SPINE_DIAGONAL,2854.461080118482
307,102,110,1,SPINE_LONGERON,2500.0
308,102,111,3,SPINE_DIAGONAL,2854.461080118482
309,103,111,1,SPINE_LONGERON,2500.0
310,103,112,3,SPINE_DIAGONAL,2854.461080118482
311,104,112,1,SPINE_LONGERON,2500.0
312,104,105,3,SPINE_DIAGONAL,2854.461080118482
313,105,106,2,SPINE_FRAME,1377.6603565143232
314,106,107,2,SPINE_FRAME,1377.6603565143232
315,107,108,2,SPINE_FRAME,1377.6603565143232
316,108,109,2,SPINE_FRAME,1377.6603565143232
317,109,110,2,SPINE_FRAME,1377.6603565143232
318,110,111,2,SPINE_FRAME,1377.6603565143232
319,111,112,2,SPINE_FRAME,1377.6603565143232
320,112,105,2,SPINE_FRAME,1377.6603565143232
321,105,113,1,SPINE_LONGERON,2500.0
322,105,120,3,SPINE_DIAGONAL,2854.461080118482
323,106,114,1,SPINE_LONGERON,2500.0
324,106,113,3,SPINE_DIAGONAL,2854.461080118482
325,107,115,1,SPINE_LONGERON,2500.0
326,107,114,3,SPINE_DIAGONAL,2854.461080118482
327,108,116,1,SPINE_LONGERON,2500.0
328,108,115,3,SPINE_DIAGONAL,2854.461080118482
329,109,117,1,SPINE_LONGERON,2500.0
330,109,116,3,SPINE_DIAGONAL,2854.461080118482
331,110,118,1,SPINE_LONGERON,2500.0
332,110,117,3,SPINE_DIAGONAL,2854.461080118482
333,111,119,1,SPINE_LONGERON,2500.0
334,111,118,3,SPINE_DIAGONAL,2854.461080118482
335,112,120,1,SPINE_LONGERON,2500.0
336,112,119,3,SPINE_DIAGONAL,2854.461080118482
337,113,114,2,SPINE_FRAME,1377.6603565143232
338,114,115,2,SPINE_FRAME,1377.6603565143232
339,115,116,2,SPINE_FRAME,1377.6603565143232
340,116,117,2,SPINE_FRAME,1377.6603565143232
341,117,118,2,SPINE_FRAME,1377.6603565143232
342,118,119,2,SPINE_FRAME,1377.6603565143232
343,119,120,2,SPINE_FRAME,1377.6603565143232
344,120,113,2,SPINE_FRAME,1377.6603565143232
345,113,121,1,SPINE_LONGERON,2500.0
346,113,122,3,SPINE_DIAGONAL,2854.461080118482
347,114,122,1,SPINE_LONGERON,2500.0
348,114,123,3,SPINE_DIAGONAL,2854.461080118482
349,115,123,1,SPINE_LONGERON,2500.0
350,115,124,3,SPINE_DIAGONAL,2854.461080118482
351,116,124,1,SPINE_LONGERON,2500.0
352,116,125,3,SPINE_DIAGONAL,2854.461080118482
353,117,125,1,SPINE_LONGERON,2500.0
354,117,126,3,SPINE_DIAGONAL,2854.461080118482
355,118,126,1,SPINE_LONGERON,2500.0
356,118,127,3,SPINE_DIAGONAL,2854.461080118482
357,119,127,1,SPINE_LONGERON,2500.0
358,119,128,3,SPINE_DIAGONAL,2854.461080118482
359,120,128,1,SPINE_LONGERON,2500.0
360,120,121,3,SPINE_DIAGONAL,2854.461080118482
